JobID,Title,job_domain,ExperienceLevel,YearsOfExperience,experience_weight,job_skill_count,skill_list
AI006,AI Engineer - Fresher,Other,Entry-Level,0.0,1.0,18,"['python', 'java', 'c++', 'r', 'classification', 'regression', 'clustering', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'neural networks', 'opencv', 'nltk', 'pandas', 'numpy', 'sql', 'mongodb']"
AI007,AI Engineer - Fresher,Other,Entry-Level,0.0,1.0,19,"['python', 'java', 'c++', 'r', 'supervised/unsupervised learning', 'regression', 'classification', 'clustering', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'neural networks', 'opencv', 'nltk', 'pandas', 'numpy', 'sql', 'mongodb']"
AI008,AI Engineer - Fresher,Other,Entry-Level,0.0,1.0,18,"['python', 'java', 'c++', 'r', 'classification', 'regression', 'clustering', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'neural networks', 'opencv', 'nltk', 'pandas', 'numpy', 'sql', 'mongodb']"
AI009,AI Engineer - Fresher,Other,Entry-Level,0.0,1.0,19,"['python', 'java', 'c++', 'r', 'supervised/unsupervised learning', 'regression', 'classification', 'clustering', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'neural networks', 'opencv', 'nltk', 'pandas', 'numpy', 'sql', 'mongodb']"
AI010,AI Engineer - Experienced,Other,Mid-Senior Level,0.0,1.0,27,"['python', 'java', 'c++', 'r', 'deep learning', 'reinforcement learning', 'nlp', 'computer vision', 'generative ai', 'llms', 'tensorflow', 'pytorch', 'scikit-learn', 'hugging face transformers', 'onnx', 'aws', 'gcp', 'azure', 'ci/cd', 'mlops', 'apache spark', 'hadoop', 'docker', 'kubernetes', 'model monitoring', 'shap', 'lime']"
AI011,AI Engineer - Experienced,Other,Senior-Level,0.0,1.0,26,"['python', 'java', 'c++', 'r', 'deep learning', 'nlp', 'computer vision', 'generative ai', 'llms', 'tensorflow', 'pytorch', 'scikit-learn', 'hugging face transformers', 'onnx', 'aws', 'gcp', 'azure', 'ci/cd', 'mlops', 'spark', 'hadoop', 'docker', 'kubernetes', 'model monitoring', 'shap', 'lime']"
AI012,AI Engineer - Experienced,Other,Senior-Level,0.0,1.0,24,"['python', 'java', 'c++', 'r', 'deep learning', 'nlp', 'computer vision', 'reinforcement learning', 'llms', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'hugging face transformers', 'aws', 'gcp', 'azure', 'ci/cd', 'docker', 'kubernetes', 'spark', 'hadoop', 'shap', 'lime']"
AI013,AI Engineer - Experienced,Other,Senior-Level,0.0,1.0,24,"['python', 'java', 'c++', 'r', 'deep learning', 'nlp', 'computer vision', 'llms', 'reinforcement learning', 'tensorflow', 'pytorch', 'scikit-learn', 'hugging face', 'onnx', 'aws', 'gcp', 'azure', 'ci/cd', 'docker', 'kubernetes', 'spark', 'hadoop', 'shap', 'lime']"
AI014,AI Engineer - Experienced,Other,Senior-Level,0.0,1.0,25,"['python', 'java', 'c++', 'r', 'deep learning', 'nlp', 'computer vision', 'generative ai', 'llms', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'hugging face', 'onnx', 'aws', 'gcp', 'azure', 'docker', 'kubernetes', 'ci/cd', 'hadoop', 'spark', 'shap', 'lime']"
AI015,AI Engineer - Experienced,Other,Senior-Level,0.0,1.0,24,"['python', 'java', 'c++', 'r', 'deep learning', 'nlp', 'computer vision', 'reinforcement learning', 'llms', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'hugging face', 'aws', 'gcp', 'azure', 'docker', 'kubernetes', 'ci/cd', 'spark', 'hadoop', 'shap', 'lime']"
AI016,AI Engineer - Experienced,Other,Senior-Level,0.0,1.0,25,"['python', 'java', 'c++', 'r', 'deep learning', 'nlp', 'computer vision', 'generative ai', 'llms', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'hugging face', 'onnx', 'aws', 'gcp', 'azure', 'docker', 'kubernetes', 'ci/cd', 'hadoop', 'spark', 'shap', 'lime']"
AI017,,Other,Senior-Level,0.0,1.0,24,"['python', 'java', 'c++', 'r', 'deep learning', 'nlp', 'computer vision', 'reinforcement learning', 'llms', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'hugging face', 'aws', 'gcp', 'azure', 'docker', 'kubernetes', 'ci/cd', 'spark', 'hadoop', 'shap', 'lime']"
AI018,AI Engineer - Experienced,Other,Senior-Level,0.0,1.0,24,"['python', 'java', 'c++', 'r', 'deep learning', 'nlp', 'computer vision', 'llms', 'reinforcement learning', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'hugging face', 'aws', 'gcp', 'azure', 'docker', 'kubernetes', 'ci/cd', 'spark', 'hadoop', 'shap', 'lime']"
AI019,AI Engineer - Experienced,Other,Senior-Level,0.0,1.0,25,"['python', 'java', 'c++', 'r', 'deep learning', 'nlp', 'computer vision', 'generative ai', 'llms', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'hugging face', 'onnx', 'aws', 'gcp', 'azure', 'docker', 'kubernetes', 'ci/cd', 'spark', 'hadoop', 'shap', 'lime']"
AI020,AI Engineer - Experienced,Other,Senior-Level,0.0,1.0,25,"['python', 'java', 'c++', 'r', 'deep learning', 'nlp', 'computer vision', 'reinforcement learning', 'llms', 'tensorflow', 'pytorch', 'keras', 'scikit-learn', 'hugging face', 'onnx', 'aws', 'gcp', 'azure', 'docker', 'kubernetes', 'ci/cd', 'spark', 'hadoop', 'shap', 'lime']"
AI-F-001,AI Prompt Engineer,Other,Fresher,0.0,1.0,14,"['python basics', 'javascript basics', 'intro to nlp', 'hugging face transformers basics', 'spacy basics', 'nltk basics', 'prompt writing fundamentals', 'openai gpt models intro', 'tensorflow basics', 'pytorch basics', 'critical thinking', 'communication', 'collaboration', 'creativity']"
AI-F-002,AI Prompt Engineer,Other,Fresher,0.0,1.0,14,"['python basics', 'javascript basics', 'intro to nlp', 'hugging face basics', 'spacy basics', 'nltk basics', 'prompt writing', 'gpt model exposure', 'tensorflow basics', 'pytorch basics', 'problem-solving', 'communication', 'teamwork', 'creativity']"
AI-F-003,AI Prompt Engineer,Other,Fresher,0.0,1.0,14,"['python basics', 'javascript basics', 'intro to nlp', 'hugging face basics', 'spacy basics', 'nltk basics', 'prompt writing fundamentals', 'openai gpt models exposure', 'tensorflow basics', 'pytorch basics', 'critical thinking', 'communication', 'collaboration', 'creativity']"
AI-F-004,AI Prompt Engineer,Other,Fresher,0.0,1.0,14,"['python basics', 'javascript basics', 'nlp introduction', 'hugging face basics', 'spacy basics', 'nltk basics', 'prompt writing fundamentals', 'gpt models intro', 'tensorflow basics', 'pytorch basics', 'collaboration', 'creativity', 'problem-solving', 'communication']"
AI-F-005,AI Prompt Engineer,Other,Fresher,0.0,1.0,14,"['python basics', 'javascript basics', 'intro to nlp', 'hugging face basics', 'spacy basics', 'nltk basics', 'prompt writing', 'openai gpt model basics', 'tensorflow basics', 'pytorch basics', 'critical thinking', 'communication', 'teamwork', 'creativity']"
AI-F-006,AI Prompt Engineer,Other,Fresher,0.0,1.0,14,"['python basics', 'javascript basics', 'introductory nlp', 'hugging face basics', 'spacy basics', 'nltk basics', 'prompt writing fundamentals', 'gpt model exposure', 'tensorflow basics', 'pytorch basics', 'problem-solving', 'communication', 'teamwork', 'creativity']"
AI-F-007,AI Prompt Engineer,Other,Fresher,0.0,1.0,14,"['python basics', 'javascript basics', 'intro nlp', 'hugging face basics', 'spacy basics', 'nltk basics', 'prompt writing', 'openai gpt intro', 'tensorflow basics', 'pytorch basics', 'communication', 'teamwork', 'problem-solving', 'creativity']"
AI-F-008,AI Prompt Engineer,Other,Fresher,0.0,1.0,14,"['python basics', 'javascript basics', 'nlp basics', 'hugging face basics', 'spacy basics', 'nltk basics', 'prompt writing fundamentals', 'gpt models intro', 'tensorflow basics', 'pytorch basics', 'critical thinking', 'collaboration', 'communication', 'creativity']"
AI-F-009,AI Prompt Engineer,Other,Fresher,0.0,1.0,14,"['python basics', 'javascript basics', 'intro to nlp', 'hugging face basics', 'spacy basics', 'nltk basics', 'prompt writing', 'openai gpt basics', 'tensorflow basics', 'pytorch basics', 'problem-solving', 'communication', 'teamwork', 'creativity']"
AI-F-010,AI Prompt Engineer,Other,Fresher,0.0,1.0,14,"['python basics', 'javascript basics', 'nlp basics', 'hugging face basics', 'spacy basics', 'nltk basics', 'prompt writing fundamentals', 'gpt models intro', 'tensorflow basics', 'pytorch basics', 'critical thinking', 'collaboration', 'creativity', 'communication']"
AI-E-011,AI Prompt Engineer,Other,Experienced,0.0,1.0,16,"['advanced python', 'javascript advanced', 'deep nlp expertise', 'hugging face transformers', 'tensorflow', 'pytorch', 'advanced prompt design (chain-of-thought', 'iterative optimization)', 'openai api', 'azure cognitive services', 'machine learning for prompt tuning', 'data analysis', 'collaboration', 'problem-solving', 'leadership', 'creativity']"
AI-E-012,AI Prompt Engineer,Other,Experienced,0.0,1.0,15,"['python advanced', 'javascript', 'nlp frameworks', 'hugging face transformers', 'pytorch', 'tensorflow', 'chain-of-thought prompting', 'iterative prompt optimization', 'openai api', 'azure cognitive services', 'machine learning analysis', 'data visualization', 'leadership', 'problem-solving', 'collaboration']"
AI-E-013,AI Prompt Engineer,Other,Experienced,0.0,1.0,15,"['python', 'advanced nlp', 'hugging face transformers', 'pytorch', 'tensorflow', 'prompt chain-of-thought', 'iterative prompt design', 'openai api', 'azure cognitive services', 'data analytics', 'collaboration', 'leadership', 'critical thinking', 'communication', 'creativity']"
AI-E-014,AI Prompt Engineer,Other,Experienced,0.0,1.0,15,"['advanced python', 'javascript', 'nlp techniques', 'tensorflow', 'pytorch', 'hugging face', 'prompt iterative optimization', 'chain-of-thought prompting', 'api integration (openai/azure)', 'data analysis', 'leadership', 'collaboration', 'problem-solving', 'creativity', 'critical thinking']"
AI-E-015,AI Prompt Engineer,Other,Experienced,0.0,1.0,15,"['python', 'advanced nlp', 'hugging face transformers', 'pytorch', 'tensorflow', 'prompt optimization techniques', 'chain-of-thought prompts', 'llm tuning', 'openai api', 'azure cognitive services', 'data analytics', 'leadership', 'problem-solving', 'collaboration', 'creativity']"
AI-E-016,AI Prompt Engineer,Other,Experienced,0.0,1.0,15,"['python', 'javascript', 'advanced nlp', 'tensorflow', 'pytorch', 'hugging face', 'prompt chain-of-thought', 'iterative prompt optimization', 'openai api', 'azure cognitive services', 'data analysis', 'leadership', 'collaboration', 'problem-solving', 'creativity']"
AI-E-017,AI Prompt Engineer,Other,Experienced,0.0,1.0,15,"['advanced python', 'nlp frameworks', 'hugging face transformers', 'tensorflow', 'pytorch', 'chain-of-thought prompting', 'iterative prompt optimization', 'openai api', 'azure cognitive services', 'data analytics', 'collaboration', 'leadership', 'problem-solving', 'creativity', 'critical thinking']"
AI-E-018,AI Prompt Engineer,Other,Experienced,0.0,1.0,15,"['python', 'advanced nlp', 'hugging face', 'pytorch', 'tensorflow', 'prompt design optimization', 'chain-of-thought prompting', 'openai api', 'azure cognitive services', 'data analysis', 'leadership', 'collaboration', 'problem-solving', 'creativity', 'critical thinking']"
AI-E-019,AI Prompt Engineer,Other,Experienced,0.0,1.0,15,"['python', 'advanced nlp', 'hugging face transformers', 'tensorflow', 'pytorch', 'prompt optimization techniques', 'chain-of-thought prompts', 'openai api', 'azure cognitive services', 'data analytics', 'leadership', 'collaboration', 'problem-solving', 'creativity', 'critical thinking']"
AI-E-020,AI Prompt Engineer,Other,Experienced,0.0,1.0,15,"['advanced python', 'nlp frameworks', 'hugging face', 'pytorch', 'tensorflow', 'prompt chain-of-thought', 'iterative prompt optimization', 'openai api', 'azure cognitive services', 'data analysis', 'leadership', 'collaboration', 'problem-solving', 'creativity', 'critical thinking']"
AND-F-01,Android Developer Intern,Software,Fresher,0.0,1.0,9,"['java', 'kotlin', 'android studio', 'xml', 'rest apis', 'sqlite', 'ui/ux basics', 'git', 'mvc']"
AND-F-02,Junior Android Developer,Software,Fresher,0.0,1.0,8,"['java', 'kotlin', 'android studio', 'xml', 'git', 'rest api', 'sqlite', 'ui/ux design']"
AND-F-03,Android App Developer Trainee,Software,Fresher,0.0,1.0,8,"['kotlin', 'java', 'android studio', 'ui/ux basics', 'sqlite', 'mvc', 'rest apis', 'git']"
AND-F-04,Entry-level Android Developer,Software,Fresher,0.0,1.0,8,"['java', 'kotlin', 'android studio', 'xml', 'material design', 'sqlite', 'rest api', 'git']"
AND-F-05,Android Developer Intern,Software,Fresher,0.0,1.0,8,"['kotlin', 'java', 'android studio', 'xml', 'ui/ux basics', 'git', 'sqlite', 'rest api']"
AND-F-06,Associate Android Developer,Software,Fresher,0.0,1.0,8,"['java', 'kotlin', 'android studio', 'xml', 'ui/ux design', 'sqlite', 'rest api', 'git']"
AND-F-07,Trainee Android App Developer,Software,Fresher,0.0,1.0,8,"['kotlin', 'java', 'android studio', 'xml', 'ui/ux basics', 'sqlite', 'rest api', 'git']"
AND-F-08,Junior Android Engineer,Other,Fresher,0.0,1.0,8,"['java', 'kotlin', 'android studio', 'xml', 'sqlite', 'ui/ux basics', 'git', 'rest apis']"
AND-F-09,Android Development Intern,Other,Fresher,0.0,1.0,8,"['kotlin', 'java', 'android studio', 'xml', 'ui/ux basics', 'sqlite', 'rest api', 'git']"
AND-F-10,Android Developer Trainee,Software,Fresher,0.0,1.0,8,"['java', 'kotlin', 'android studio', 'xml', 'ui/ux basics', 'sqlite', 'rest api', 'git']"
AND-E-01,Android Developer,Software,Experienced,0.0,1.0,10,"['java', 'kotlin', 'android studio', 'jetpack', 'mvvm', 'room', 'rest apis', 'git', 'firebase', 'unit testing']"
AND-E-02,Senior Android Developer,Software,Experienced,0.0,1.0,11,"['java', 'kotlin', 'android studio', 'mvvm', 'clean architecture', 'dagger', 'room', 'rest apis', 'firebase', 'unit testing', 'ci/cd']"
AND-E-03,Lead Android Engineer,Other,Experienced,0.0,1.0,11,"['kotlin', 'java', 'android studio', 'mvvm', 'clean architecture', 'jetpack', 'room', 'firebase', 'dagger', 'performance optimization', 'ci/cd']"
AND-E-04,Android Solutions Engineer,Other,Experienced,0.0,1.0,11,"['java', 'kotlin', 'android studio', 'mvvm', 'clean architecture', 'jetpack', 'room', 'rest apis', 'firebase', 'ci/cd', 'unit testing']"
AND-E-05,Principal Android Developer,Software,Experienced,0.0,1.0,11,"['kotlin', 'java', 'android studio', 'mvvm', 'clean architecture', 'jetpack', 'dagger', 'firebase', 'room', 'ci/cd', 'unit testing']"
AND-E-06,Android Tech Lead,Other,Experienced,0.0,1.0,11,"['kotlin', 'java', 'android studio', 'mvvm', 'clean architecture', 'jetpack', 'dagger', 'firebase', 'room', 'ci/cd', 'unit testing']"
AND-E-07,Senior Android Engineer,Other,Experienced,0.0,1.0,11,"['java', 'kotlin', 'android studio', 'mvvm', 'jetpack', 'clean architecture', 'firebase', 'dagger', 'room', 'ci/cd', 'unit testing']"
AND-E-08,Android Architect,Other,Experienced,0.0,1.0,12,"['kotlin', 'java', 'android studio', 'mvvm', 'clean architecture', 'jetpack', 'dagger', 'firebase', 'room', 'ci/cd', 'unit testing', 'performance optimization']"
AND-E-09,Android Solutions Architect,Other,Experienced,0.0,1.0,12,"['kotlin', 'java', 'android studio', 'mvvm', 'clean architecture', 'jetpack', 'dagger', 'firebase', 'room', 'ci/cd', 'unit testing', 'performance optimization']"
AND-E-10,Principal Android Engineer,Other,Experienced,0.0,1.0,12,"['kotlin', 'java', 'android studio', 'mvvm', 'clean architecture', 'jetpack', 'dagger', 'firebase', 'room', 'ci/cd', 'unit testing', 'performance optimization']"
AR-F-001,AR/VR Developer,Software,Fresher,0.0,1.0,15,"['c++ basics', 'c# basics', 'javascript basics', 'unity basics', 'unreal engine basics', 'arkit basics', 'arcore basics', 'blender basics', 'maya basics', '3d modeling basics', 'ui/ux fundamentals', 'spatial computing basics', 'communication', 'teamwork', 'problem-solving']"
AR-F-002,AR/VR Developer,Software,Fresher,0.0,1.0,15,"['c++ basics', 'c# basics', 'javascript basics', 'unity basics', 'unreal engine basics', 'arkit basics', 'arcore basics', '3d modeling fundamentals', 'blender basics', 'ui/ux fundamentals', 'spatial computing basics', 'motion tracking basics', 'teamwork', 'problem-solving', 'communication']"
AR-F-003,AR/VR Developer,Software,Fresher,0.0,1.0,15,"['c++ basics', 'c# basics', 'javascript basics', 'unity basics', 'unreal engine basics', 'arkit basics', 'arcore basics', 'blender/maya basics', '3d modeling basics', 'ui/ux fundamentals', 'spatial computing basics', 'problem-solving', 'teamwork', 'communication', 'creativity']"
AR-F-004,AR/VR Developer,Software,Fresher,0.0,1.0,15,"['c++ basics', 'c# basics', 'javascript basics', 'unity basics', 'unreal engine basics', 'arkit basics', 'arcore basics', 'blender basics', 'maya basics', 'ui/ux fundamentals', 'spatial computing basics', 'motion tracking basics', 'problem-solving', 'teamwork', 'creativity']"
AR-F-005,AR/VR Developer,Software,Fresher,0.0,1.0,15,"['c++ basics', 'c# basics', 'javascript basics', 'unity basics', 'unreal engine basics', 'arkit basics', 'arcore basics', 'blender/maya basics', '3d modeling basics', 'ui/ux fundamentals', 'spatial computing basics', 'motion tracking basics', 'teamwork', 'communication', 'problem-solving']"
AR-E-006,AR/VR Developer,Software,Experienced,0.0,1.0,15,"['c++ advanced', 'c# advanced', 'javascript advanced', 'python basics', 'unity advanced', 'unreal engine advanced', 'arkit advanced', 'arcore advanced', 'vuforia', '3d modeling/animation advanced', 'ui/ux design advanced', 'spatial computing', 'performance optimization', 'cross-platform development', 'leadership']"
AR-E-007,AR/VR Developer,Software,Experienced,0.0,1.0,15,"['c++ advanced', 'c# advanced', 'javascript advanced', 'python basics', 'unity advanced', 'unreal engine advanced', 'arkit advanced', 'arcore advanced', 'vuforia', '3d modeling/animation advanced', 'ui/ux design advanced', 'spatial computing', 'hardware integration', 'performance optimization', 'leadership']"
AR-E-008,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# advanced', 'javascript advanced', 'python basics', 'unity', 'unreal engine advanced', 'arkit', 'arcore', 'vuforia', '3d modeling/animation advanced', 'ui/ux design advanced', 'spatial computing', 'gesture and motion tracking', 'performance optimization', 'cross-platform development', 'machine learning basics', 'leadership', 'project management', 'collaboration']"
AR-E-009,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', 'advanced 3d modeling and animation', 'ui/ux design expert', 'spatial computing', 'gesture/motion tracking', 'cross-platform deployment', 'performance optimization', 'machine learning basics', 'leadership', 'team collaboration', 'project management']"
AR-E-010,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', 'advanced 3d graphics', 'ui/ux expert', 'spatial computing', 'gesture/motion tracking', 'hardware integration', 'performance optimization', 'machine learning basics', 'leadership', 'project management', 'collaboration']"
AR-E-011,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', '3d modeling and graphics', 'ui/ux advanced', 'spatial computing', 'gesture/motion tracking', 'performance tuning', 'cross-platform development', 'machine learning basics', 'leadership', 'team management', 'project coordination']"
AR-E-012,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', '3d modeling/animation expert', 'ui/ux advanced', 'spatial computing', 'gesture/motion tracking', 'cross-platform development', 'performance optimization', 'machine learning basics', 'leadership', 'project management', 'collaboration']"
AR-E-013,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', 'advanced 3d modeling and animation', 'ui/ux expert', 'spatial computing', 'gesture/motion tracking', 'performance optimization', 'cross-platform development', 'machine learning basics', 'leadership', 'project coordination', 'team collaboration']"
AR-E-014,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', 'advanced 3d modeling/animation', 'ui/ux expert', 'spatial computing', 'gesture/motion tracking', 'cross-platform optimization', 'performance tuning', 'machine learning basics', 'leadership', 'team management', 'project management']"
AR-E-015,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', '3d modeling and animation expert', 'ui/ux expert', 'spatial computing', 'gesture/motion tracking', 'performance optimization', 'cross-platform development', 'machine learning basics', 'leadership', 'project management', 'team collaboration']"
AR-E-016,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', 'advanced 3d modeling/animation', 'ui/ux expert', 'spatial computing', 'gesture/motion tracking', 'cross-platform development', 'performance optimization', 'machine learning basics', 'leadership', 'project coordination', 'team collaboration']"
AR-E-017,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', '3d modeling/animation expert', 'ui/ux expert', 'spatial computing', 'gesture/motion tracking', 'performance tuning', 'cross-platform development', 'machine learning basics', 'leadership', 'project management', 'team collaboration']"
AR-E-018,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', 'advanced 3d modeling and animation', 'ui/ux expert', 'spatial computing', 'gesture/motion tracking', 'cross-platform development', 'performance optimization', 'machine learning basics', 'leadership', 'project management', 'team collaboration']"
AR-E-019,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', '3d modeling/animation expert', 'ui/ux expert', 'spatial computing', 'gesture/motion tracking', 'cross-platform development', 'performance optimization', 'machine learning basics', 'leadership', 'project coordination', 'team collaboration']"
AR-E-020,AR/VR Developer,Software,Experienced,0.0,1.0,19,"['c++', 'c# expert', 'javascript advanced', 'python basics', 'unity', 'unreal engine expert', 'arkit', 'arcore', 'vuforia', 'advanced 3d modeling/animation', 'ui/ux expert', 'spatial computing', 'gesture/motion tracking', 'performance tuning', 'cross-platform development', 'machine learning basics', 'leadership', 'project management', 'team collaboration']"
1,Backend Developer - Entry Level,Software,Fresher,0.0,1.0,13,"['node.js', 'python', 'java', 'express.js', 'flask', 'django', 'mysql', 'postgresql', 'mongodb', 'redis', 'restful api', 'graphql basics', 'git']"
